rho_bins,bin,rat,event
-0.0331951889397229,4.6375,rat15,shuff
-0.0267786600359031,4.7375,rat15,shuff
-0.0257469278764783,4.8375,rat15,shuff
-0.00275060329933293,4.9375,rat15,shuff
0.000744231878483851,0.0375,rat16,shuff
0.00310856144285917,0.1375,rat16,shuff
0.00295758946484473,0.2375,rat16,shuff
0.00103570854307023,0.3375,rat16,shuff
0.00190304913912858,0.4375,rat16,shuff
0.0026418684175405,0.5375,rat16,shuff
0.00496314178935828,0.6375,rat16,shuff
0.00703733852568665,0.7375,rat16,shuff
0.00583073690886809,0.8375,rat16,shuff
0.00359190605465166,0.9375,rat16,shuff
0.00855212558817263,1.0375,rat16,shuff
0.0124754801496995,1.1375,rat16,shuff
0.0111859826234223,1.2375,rat16,shuff
0.00897949326368485,1.3375,rat16,shuff
0.0112635642534251,1.4375,rat16,shuff
0.0129300830085331,1.5375,rat16,shuff
0.0100436389649149,1.6375,rat16,shuff
0.00289132582197234,1.7375,rat16,shuff
-0.00501914308764015,1.8375,rat16,shuff
-0.00580217900911181,1.9375,rat16,shuff
-0.00289882659742755,2.0375,rat16,shuff
0.00202346635384334,2.1375,rat16,shuff
0.00362689326904276,2.2375,rat16,shuff
0.00366587479861501,2.3375,rat16,shuff
0.00341970679423527,2.4375,rat16,shuff
-0.00800521389598726,2.5375,rat16,shuff
-0.00833358365030731,2.6375,rat16,shuff
-0.00519821762146682,2.7375,rat16,shuff
-0.000851832522799216,2.8375,rat16,shuff
-0.0022975511611119,2.9375,rat16,shuff
0.00426805727646914,3.0375,rat16,shuff
0.00686126888040712,3.1375,rat16,shuff
0.00860971851269305,3.2375,rat16,shuff
-0.00156019011024419,3.3375,rat16,shuff
-0.0117042470134106,3.4375,rat16,shuff
-0.00431810707144188,3.5375,rat16,shuff
-0.00423733307757455,3.6375,rat16,shuff
-0.00508564509689427,3.7375,rat16,shuff
0.0116835334749749,3.8375,rat16,shuff
0.0169487136913045,3.9375,rat16,shuff
0.0145589487023599,4.0375,rat16,shuff
0.0155550787388149,4.1375,rat16,shuff
0.0201314370664676,4.2375,rat16,shuff
0.0238332249575866,4.3375,rat16,shuff
0.0234204134040311,4.4375,rat16,shuff
0.0323876217776943,4.5375,rat16,shuff
0.030460516154796,4.6375,rat16,shuff
0.0368177084418124,4.7375,rat16,shuff
0.0503438528997776,4.8375,rat16,shuff
0.0453330513788649,4.9375,rat16,shuff
-0.0014420478338831,0.0375,rat2,shuff
-0.00350502779848406,0.1375,rat2,shuff
-0.00654760441250286,0.2375,rat2,shuff
-0.00818204347379244,0.3375,rat2,shuff
-0.0068789732933209,0.4375,rat2,shuff
-0.000511899801058638,0.5375,rat2,shuff
-0.00169530266556866,0.6375,rat2,shuff
-0.00947089860356805,0.7375,rat2,shuff
-0.0105383836635513,0.8375,rat2,shuff
-0.00981236596243977,0.9375,rat2,shuff
-0.0137555520352202,1.0375,rat2,shuff
-0.0174955896678975,1.1375,rat2,shuff
-0.0186543557269952,1.2375,rat2,shuff
-0.0146685400969758,1.3375,rat2,shuff
-0.0144036644895284,1.4375,rat2,shuff
-0.0163530677880334,1.5375,rat2,shuff
-0.0131089242492709,1.6375,rat2,shuff
-0.0200449121241285,1.7375,rat2,shuff
-0.0202541324227785,1.8375,rat2,shuff
-0.0222077045323073,1.9375,rat2,shuff
-0.0127239060233267,2.0375,rat2,shuff
-0.0129626593687128,2.1375,rat2,shuff
-0.0142869307102238,2.2375,rat2,shuff
-0.00896529779188929,2.3375,rat2,shuff
0.00821632182839743,2.4375,rat2,shuff
0.0186107755041716,2.5375,rat2,shuff
0.0137534695815216,2.6375,rat2,shuff
-0.00155894631340816,2.7375,rat2,shuff
-0.0104088687871383,2.8375,rat2,shuff
-0.00797376360792088,2.9375,rat2,shuff
-0.0161722909402853,3.0375,rat2,shuff
-0.0248756068150197,3.1375,rat2,shuff
-0.0222711290092366,3.2375,rat2,shuff
-0.0223281289707014,3.3375,rat2,shuff
-0.029023574309271,3.4375,rat2,shuff
-0.0389543438945932,3.5375,rat2,shuff
-0.036066644798926,3.6375,rat2,shuff
-0.0224570939532955,3.7375,rat2,shuff
-0.00212942879275559,3.8375,rat2,shuff
0.0117562760339649,3.9375,rat2,shuff
-0.000286460100659147,4.0375,rat2,shuff
-0.019495444412674,4.1375,rat2,shuff
-0.0259626638511469,4.2375,rat2,shuff
-0.0378713712721536,4.3375,rat2,shuff
-0.0496655286354703,4.4375,rat2,shuff
-0.043540605444911,4.5375,rat2,shuff
-0.0371202646887647,4.6375,rat2,shuff
-0.0490213663830047,4.7375,rat2,shuff
-0.0546390053276405,4.8375,rat2,shuff
-0.0532763666002949,4.9375,rat2,shuff
0.00623512871746681,0.0375,rat3,shuff
-0.00199785179515101,0.1375,rat3,shuff
-0.0109090905209368,0.2375,rat3,shuff
-0.0111215352752481,0.3375,rat3,shuff
-0.0126407742387721,0.4375,rat3,shuff
-0.0159372479136295,0.5375,rat3,shuff
-0.0171670427789053,0.6375,rat3,shuff
-0.0166654388868928,0.7375,rat3,shuff
-0.00915494629267731,0.8375,rat3,shuff
-0.00395225346755108,0.9375,rat3,shuff
-0.00318447217351657,1.0375,rat3,shuff
0.000345284393885141,1.1375,rat3,shuff
0.0069697516745663,1.2375,rat3,shuff
0.00943917566856205,1.3375,rat3,shuff
0.0109143445442148,1.4375,rat3,shuff
0.0158678815639334,1.5375,rat3,shuff
0.0271853544876327,1.6375,rat3,shuff
0.0385192351306458,1.7375,rat3,shuff
0.039414450628545,1.8375,rat3,shuff
0.0384327820928324,1.9375,rat3,shuff
0.0319843571138815,2.0375,rat3,shuff
0.0302989384336688,2.1375,rat3,shuff
0.0314697729176425,2.2375,rat3,shuff
0.0305287105326078,2.3375,rat3,shuff
0.0327167375449667,2.4375,rat3,shuff
0.0305569521193363,2.5375,rat3,shuff
0.0322980725935074,2.6375,rat3,shuff
0.0338484926939382,2.7375,rat3,shuff
0.033920346040275,2.8375,rat3,shuff
0.040240444447659,2.9375,rat3,shuff
0.0377806973345061,3.0375,rat3,shuff
0.039606166441386,3.1375,rat3,shuff
0.0451036701879527,3.2375,rat3,shuff
0.0498425014050328,3.3375,rat3,shuff
0.0448508251516164,3.4375,rat3,shuff
0.049816967567484,3.5375,rat3,shuff
0.0527125297566142,3.6375,rat3,shuff
0.0303370399930927,3.7375,rat3,shuff
0.0270509916487132,3.8375,rat3,shuff
0.0274406933681557,3.9375,rat3,shuff
0.0211832514468401,4.0375,rat3,shuff
0.0261409668060688,4.1375,rat3,shuff
0.0235846874637684,4.2375,rat3,shuff
0.0207214645020471,4.3375,rat3,shuff
0.0238469152116301,4.4375,rat3,shuff
0.0391024505224296,4.5375,rat3,shuff
0.0365765164273292,4.6375,rat3,shuff
0.0327315835679314,4.7375,rat3,shuff
0.0163304812973108,4.8375,rat3,shuff
0.00321066725919401,4.9375,rat3,shuff
-0.0114089049037231,0.0375,rat4,shuff
-0.0108145196794402,0.1375,rat4,shuff
-0.0127638605856751,0.2375,rat4,shuff
-0.0119272521634119,0.3375,rat4,shuff
-0.00504472425181022,0.4375,rat4,shuff
-0.00216263189318978,0.5375,rat4,shuff
-0.00255038495874879,0.6375,rat4,shuff
-0.00513624958570674,0.7375,rat4,shuff
-0.00642259988374885,0.8375,rat4,shuff
-0.00189249005779069,0.9375,rat4,shuff
-0.00402682733317484,1.0375,rat4,shuff
-0.00942666881955073,1.1375,rat4,shuff
-0.00147888459765405,1.2375,rat4,shuff
0.00785253337378798,1.3375,rat4,shuff
0.00440806979016853,1.4375,rat4,shuff
-0.0141397128178954,1.5375,rat4,shuff
-0.0229967914951129,1.6375,rat4,shuff
-0.0198693106707354,1.7375,rat4,shuff
-0.0161510889510006,1.8375,rat4,shuff
-0.0183536182602164,1.9375,rat4,shuff
-0.0138991832671737,2.0375,rat4,shuff
-0.0235555514103201,2.1375,rat4,shuff
-0.0230576953280581,2.2375,rat4,shuff
-0.0106679855166076,2.3375,rat4,shuff
0.00863894114699759,2.4375,rat4,shuff
0.0136947558538298,2.5375,rat4,shuff
0.0109062567682852,2.6375,rat4,shuff
-0.00542814097442849,2.7375,rat4,shuff
-0.0103053116984876,2.8375,rat4,shuff
-0.00830975500954957,2.9375,rat4,shuff
-0.0100615621973653,3.0375,rat4,shuff
0.00493851201501075,3.1375,rat4,shuff
0.0127794963967119,3.2375,rat4,shuff
0.00684646580966252,3.3375,rat4,shuff
0.00357243254734742,3.4375,rat4,shuff
-0.00457022165308496,3.5375,rat4,shuff
0.00049725406685497,3.6375,rat4,shuff
-0.00566126576359022,3.7375,rat4,shuff
-0.0120231100383753,3.8375,rat4,shuff
-0.00758273189561769,3.9375,rat4,shuff
0.0153517086392295,4.0375,rat4,shuff
0.0117349574347743,4.1375,rat4,shuff
-0.00255834015188889,4.2375,rat4,shuff
-0.00747883491268978,4.3375,rat4,shuff
-0.0146081076309968,4.4375,rat4,shuff
-0.0356768664945222,4.5375,rat4,shuff
-0.0678098716989831,4.6375,rat4,shuff
-0.0839451093932207,4.7375,rat4,shuff
-0.0867298183665202,4.8375,rat4,shuff
-0.0831391918183423,4.9375,rat4,shuff
0.00209949080266009,0.0375,rat5,shuff
-0.00210988375799856,0.1375,rat5,shuff
-0.00502348182811169,0.2375,rat5,shuff
-0.00458331657979557,0.3375,rat5,shuff
-0.00712347052139981,0.4375,rat5,shuff
-0.00566394944511473,0.5375,rat5,shuff
-0.00061162471575529,0.6375,rat5,shuff
0.000636840621056307,0.7375,rat5,shuff
0.00454538439549252,0.8375,rat5,shuff
0.00493351781465872,0.9375,rat5,shuff
0.00253740197808196,1.0375,rat5,shuff
-0.00211239759039328,1.1375,rat5,shuff
-0.0038592864099127,1.2375,rat5,shuff
-0.00606978089852089,1.3375,rat5,shuff
-0.00322487159003328,1.4375,rat5,shuff
0.00444170987752331,1.5375,rat5,shuff
0.00519940202062525,1.6375,rat5,shuff
0.00431339820059278,1.7375,rat5,shuff
-0.000748412225734296,1.8375,rat5,shuff
-0.00596677742342195,1.9375,rat5,shuff
-0.00926356017192225,2.0375,rat5,shuff
-0.0088469198404482,2.1375,rat5,shuff
-0.00870468626912304,2.2375,rat5,shuff
-0.0163331806150915,2.3375,rat5,shuff
-0.0162187059857557,2.4375,rat5,shuff
-0.0118063304422648,2.5375,rat5,shuff
-0.0143519115298502,2.6375,rat5,shuff
-0.0115087812345921,2.7375,rat5,shuff
-0.00863435078757564,2.8375,rat5,shuff
-0.0160793001400691,2.9375,rat5,shuff
-0.0223076211352948,3.0375,rat5,shuff
-0.0278624431602223,3.1375,rat5,shuff
-0.0286293773156539,3.2375,rat5,shuff
-0.0282426045573931,3.3375,rat5,shuff
-0.0291652335773847,3.4375,rat5,shuff
-0.0237189592089591,3.5375,rat5,shuff
-0.0241679197049868,3.6375,rat5,shuff
-0.0183271216873108,3.7375,rat5,shuff
-0.0121710468981081,3.8375,rat5,shuff
-0.00552168425495313,3.9375,rat5,shuff
-0.00508089799787026,4.0375,rat5,shuff
-0.00458104471362012,4.1375,rat5,shuff
0.00609831355051235,4.2375,rat5,shuff
0.0135919396974123,4.3375,rat5,shuff
0.0209556202252971,4.4375,rat5,shuff
0.0193464546931399,4.5375,rat5,shuff
0.0110620565479712,4.6375,rat5,shuff
0.00461795913136318,4.7375,rat5,shuff
0.00546443329906021,4.8375,rat5,shuff
0.0101914821785561,4.9375,rat5,shuff
0.0066629613015449,0.0375,rat6,shuff
0.00672335652691699,0.1375,rat6,shuff
-0.00609260011993444,0.2375,rat6,shuff
-0.0105453047009482,0.3375,rat6,shuff
-0.00649648508366327,0.4375,rat6,shuff
-0.00249699331732965,0.5375,rat6,shuff
0.0120636699025243,0.6375,rat6,shuff
0.0167021185871364,0.7375,rat6,shuff
0.0118982313577005,0.8375,rat6,shuff
0.0118677251898824,0.9375,rat6,shuff
0.0212511796993553,1.0375,rat6,shuff
0.0289163837091846,1.1375,rat6,shuff
0.0223254388841205,1.2375,rat6,shuff
0.0174642665021114,1.3375,rat6,shuff
0.0105719160135858,1.4375,rat6,shuff
0.0178137709731773,1.5375,rat6,shuff
0.0242982413917547,1.6375,rat6,shuff
0.0235240684610083,1.7375,rat6,shuff
0.0165727254583076,1.8375,rat6,shuff
0.0159323402662711,1.9375,rat6,shuff
0.0162445223752894,2.0375,rat6,shuff
0.0180012695228507,2.1375,rat6,shuff
0.0162036815783459,2.2375,rat6,shuff
0.0239801331314149,2.3375,rat6,shuff
0.0196799003266085,2.4375,rat6,shuff
0.0197016878740479,2.5375,rat6,shuff
0.00536553320563815,2.6375,rat6,shuff
-0.0182375699036775,2.7375,rat6,shuff
-0.0273264531861435,2.8375,rat6,shuff
-0.0174536574899233,2.9375,rat6,shuff
-0.00608313342887263,3.0375,rat6,shuff
-0.00622056161122709,3.1375,rat6,shuff
-0.0217335478559417,3.2375,rat6,shuff
-0.026354885800058,3.3375,rat6,shuff
-0.0202841404038269,3.4375,rat6,shuff
-0.023837325277329,3.5375,rat6,shuff
-0.0460125083698881,3.6375,rat6,shuff
-0.0396415009884197,3.7375,rat6,shuff
-0.0242351640025205,3.8375,rat6,shuff
-0.00837347888879793,3.9375,rat6,shuff
-0.0146272990113519,4.0375,rat6,shuff
-0.00372299344942643,4.1375,rat6,shuff
-0.0131735845600096,4.2375,rat6,shuff
-0.0123440255590839,4.3375,rat6,shuff
-0.0273626338717012,4.4375,rat6,shuff
-0.0429037697535343,4.5375,rat6,shuff
-0.017360490560469,4.6375,rat6,shuff
0.0233655140971002,4.7375,rat6,shuff
-0.00295087851515192,4.8375,rat6,shuff
-0.00985576304742243,4.9375,rat6,shuff
-0.0371474021184195,0.0375,rat7,shuff
-0.0352291818221558,0.1375,rat7,shuff
-0.0314370867143178,0.2375,rat7,shuff
-0.0239610766902761,0.3375,rat7,shuff
-0.0187544975658433,0.4375,rat7,shuff
-0.0176303229864948,0.5375,rat7,shuff
-0.0204780674228477,0.6375,rat7,shuff
-0.0171210272094773,0.7375,rat7,shuff
-0.00932734817585905,0.8375,rat7,shuff
-0.00966340526513324,0.9375,rat7,shuff
-0.00507849967263694,1.0375,rat7,shuff
0.000897198914775091,1.1375,rat7,shuff
0.00382730309338341,1.2375,rat7,shuff
-0.00196821827114314,1.3375,rat7,shuff
-0.00113232057428823,1.4375,rat7,shuff
0.0113368645351387,1.5375,rat7,shuff
0.0176268552945089,1.6375,rat7,shuff
0.0234995901015783,1.7375,rat7,shuff
0.019677103033901,1.8375,rat7,shuff
0.0152651361410775,1.9375,rat7,shuff
0.0173794540703936,2.0375,rat7,shuff
0.0210020905068791,2.1375,rat7,shuff
0.0195012068909247,2.2375,rat7,shuff
0.00685060147860465,2.3375,rat7,shuff
-0.00210319106120687,2.4375,rat7,shuff
-0.00132934469083437,2.5375,rat7,shuff
-0.00646971308530553,2.6375,rat7,shuff
-0.00138139556586307,2.7375,rat7,shuff
-0.00576409263578136,2.8375,rat7,shuff
-0.00357369927303441,2.9375,rat7,shuff
0.00341854285705105,3.0375,rat7,shuff
0.00356525412595795,3.1375,rat7,shuff
-0.00278869685438897,3.2375,rat7,shuff
-0.00416695330566739,3.3375,rat7,shuff
0.00130099366780715,3.4375,rat7,shuff
0.00884771189888215,3.5375,rat7,shuff
-0.0116429061152752,3.6375,rat7,shuff
-0.0174603003889876,3.7375,rat7,shuff
0.000475970572173959,3.8375,rat7,shuff
0.0249496409043247,3.9375,rat7,shuff
0.0335993906054549,4.0375,rat7,shuff
0.0172510943706726,4.1375,rat7,shuff
0.0118380304004998,4.2375,rat7,shuff
0.00285993037307863,4.3375,rat7,shuff
-0.0204502056431209,4.4375,rat7,shuff
-0.0145017042293483,4.5375,rat7,shuff
-0.0234557420195677,4.6375,rat7,shuff
-0.0251850612153805,4.7375,rat7,shuff
-0.028479287933934,4.8375,rat7,shuff
-0.0270018331749711,4.9375,rat7,shuff
-0.0158369202032435,0.0375,rat8,shuff
-0.0138011655974094,0.1375,rat8,shuff
-0.0194079844704826,0.2375,rat8,shuff
-0.023299954439992,0.3375,rat8,shuff
-0.028551226507228,0.4375,rat8,shuff
-0.026713981695627,0.5375,rat8,shuff
-0.0159637511602244,0.6375,rat8,shuff
-0.0198667331050301,0.7375,rat8,shuff
-0.0216499208907201,0.8375,rat8,shuff
-0.0140629442743971,0.9375,rat8,shuff
-0.0141611458251602,1.0375,rat8,shuff
-0.0132442969112101,1.1375,rat8,shuff
-0.00552304109446568,1.2375,rat8,shuff
0.0015639167833091,1.3375,rat8,shuff
0.00790964883019283,1.4375,rat8,shuff
-0.00633105486451082,1.5375,rat8,shuff
-0.016991004261144,1.6375,rat8,shuff
-0.00898160637409186,1.7375,rat8,shuff
-0.00355627615408877,1.8375,rat8,shuff
